sample,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y
333,1118,1158.69,1151.81,1140,1123,1055,979,844,699,500,1163.38,1159.5,1149.5,1145,1124.69,1102.19,990.28,908,701.78,500.59,20.22
334,1130.69,1167.88,1158.81,1145,1125,1060,980,843,700,501,1169,1159.81,1141.06,1131,1110.69,1089.06,981,900.78,705.38,503.39,20.21
335,1128.31,1168,1158.19,1138,1115,1052,976,846,708,502,1162.13,1155.69,1153.06,1144.44,1124.06,1100.25,991.78,910.38,708.19,505.69,20.08
336,1118.63,1161.25,1154.25,1139,1117,1051,976,850,711,504,1161.56,1157.81,1138.31,1132,1114.88,1092.25,989.59,915.09,715.28,507.09,20.38
337,1124.81,1163.31,1154.94,1137,1119,1056,992,867,716,504,1159.63,1162.75,1152.69,1142.25,1121.75,1095.25,1001.47,928.59,722.28,507.3,20.25
338,1128.44,1163.56,1158,1151,1134,1071,1001,882,727,503,1159.44,1153.19,1144.88,1142.19,1124.19,1101.75,1006.28,931.88,724.47,505.8,20.35
339,1129.56,1161.25,1150.69,1132,1115,1060,999,887,732,502,1161.81,1155.81,1150.75,1142.56,1126.06,1107.69,1017.88,944.38,731.78,506.89,20.5
340,1121.88,1163.81,1157.25,1149,1135,1077,1019,908,746,501,1167.94,1161.69,1157.13,1152.06,1133.44,1110.69,1021.19,949.88,734.88,505,20.44
341,1130.25,1167.56,1159.75,1150,1138,1086,1035,925,752,489,1159,1157.44,1147.56,1140.19,1126.38,1106.88,1024.19,950.78,735.38,501.09,20.43
342,1131.19,1167.38,1161.75,1149,1134,1081,1034,935,761,486,1162.19,1156.44,1150.75,1148.56,1131.44,1111,1026.38,960.09,742.88,499.8,20.47
343,1125.75,1159.69,1157.63,1145,1132,1084,1038,939,769,488,1162.38,1145.63,1143.56,1130.69,1113.44,1096.44,1020.09,957.09,744.09,499.69,20.55
344,1121.81,1164.31,1158.44,1145,1125,1075,1030,939,769,489,1147.25,1147.56,1138.69,1132,1114,1097.69,1024.38,963.59,748.78,498.39,20.62
345,1124.81,1165.88,1148.63,1133,1118,1067,1027,938,771,491,1161,1162.69,1152.25,1146.75,1131.19,1109.25,1033.56,970.38,757.38,501.89,20.65
346,1121.69,1164.63,1153.94,1146,1129,1072,1026,938,774,491,1158.13,1158.63,1150.75,1148.06,1134.19,1117.88,1046.06,984.28,764.59,501.09,20.65
347,1130.88,1164.19,1158.81,1153,1143,1092,1046,956,781,491,1161.13,1151.69,1156.44,1145.44,1130.56,1114.25,1049.44,992.38,775.59,500.69,20.68
348,1127.44,1158.44,1152.88,1140,1125,1073,1029,943,778,491,1166.38,1156.38,1157.56,1150.19,1137.06,1118.44,1054.56,1003.28,789.88,499.59,20.84
349,1119.5,1151.44,1147.56,1140,1128,1077,1033,946,778,491,1160.19,1160.19,1156.75,1151,1138.25,1122.38,1062.88,1015.19,818.69,499,20.84
350,1119.31,1157.44,1147.56,1140,1130,1077,1045,958,791,492,1165.56,1154.56,1144.31,1141.38,1132.25,1118.06,1063.38,1017.78,816.47,497.48,20.83
351,1127.56,1152.69,1146.06,1134,1124,1075,1040,956,788,492,1165.06,1151.88,1154.94,1146,1134.88,1122.19,1069.38,1022.59,825,498.3,20.83
352,1127.13,1159.94,1151.44,1140,1128,1074,1029,929,763,491,1164.06,1152.88,1155.81,1147.06,1133,1117.56,1063.69,1019.47,831.38,503.3,20.71
353,1125.25,1160.13,1155.06,1141,1122,1065,1005,891,735,493,1158.44,1155.81,1151.5,1139,1123.38,1101.19,1032.44,978.47,808,507.3,20.38
354,1119.81,1167,1152.88,1137,1113,1044,968,844,700,495,1158.63,1152.06,1146.25,1137.25,1121.56,1098.38,1016.59,952.59,778.47,505.8,20.18
355,1123.56,1153.94,1148.06,1125,1100,1032,954,829,692,498,1164.75,1157.13,1160,1145.25,1127.88,1102.75,1009,940.09,763.59,506.3,19.98
356,1120.13,1166.94,1152.69,1139,1119,1046,959,826,703,501,1162.13,1159.81,1153.06,1146.75,1128.44,1097.38,991.69,922.59,746,502.69,20.06
357,1125.69,1158.44,1148.69,1130,1111,1042,961,831,711,506,1162.88,1151.19,1153.69,1144.38,1128.06,1101.75,995.38,922.47,738.59,505.19,19.95
358,1123.19,1156.94,1153.19,1137,1113,1041,956,824,700,419,1153.06,1142.69,1139.19,1134.88,1115.56,1093.75,989.09,916.88,728.88,495.69,20.12
359,1130.44,1157.63,1158.19,1146,1127,1057,973,839,714,458,1152,1138,1143.88,1135.38,1115.25,1089.56,989.69,921.09,734.88,499.59,19.98
360,1127.88,1161.25,1157.44,1136,1111,1047,968,842,718,484,1158.63,1154.63,1156.38,1148.25,1129.69,1105.38,1004.28,932.88,740.38,501.19,20.1
361,1125.31,1163.44,1143.25,1130,1112,1046,971,845,724,497,1169.06,1157,1159.31,1150.19,1135.69,1112.19,1013.28,943.09,749.88,502.8,20.31
362,1130.25,1158.19,1158.69,1146,1126,1061,985,860,731,503,1168.88,1156.56,1155.25,1138.75,1122.88,1100.56,1018,955.38,759.47,503.69,20.25
363,1119,1164.5,1151.63,1138,1120,1055,985,858,725,478,1162.69,1160.06,1151.25,1150.19,1138.88,1121.88,1049.19,988.78,776.59,500,20.28
364,1118.88,1167.13,1151.13,1135,1114,1052,984,861,730,486,1165.38,1169.06,1161.31,1157.44,1142.38,1125.56,1063.88,1012.38,803.19,503.09,20.34
365,1129.94,1158,1152.44,1140,1122,1059,994,872,735,498,1171.69,1164,1163.31,1150.69,1138.56,1126.75,1068.75,1017.38,791.19,505.8,20.36
366,1116.75,1153.81,1141.38,1124,1107,1052,990,871,730,502,1165.69,1157.44,1153.25,1149.06,1136.19,1123.06,1061.75,1010.78,787.69,505.09,20.37
367,1117.25,1158.69,1145.38,1136,1122,1067,1004,880,730,503,1161.69,1164.75,1156.94,1151.75,1138.25,1124.19,1066.38,1016.69,794.28,500.8,20.47
368,1121.81,1158.75,1155.06,1142,1125,1070,1008,891,745,502,1161.13,1159.81,1158.88,1151.75,1135.69,1119.88,1065,1018.19,797.47,500.19,20.49
369,1114.94,1157.94,1140.19,1124,1106,1052,988,872,728,455,1157.44,1158.25,1150.75,1149.19,1136.06,1123,1066.69,1020.59,799.47,495.48,20.54
370,1119.69,1154.94,1148.06,1131,1113,1053,993,884,735,476,1162.13,1159.44,1155.38,1154.75,1144.69,1132.06,1077.75,1030.25,808.28,497.19,20.62
371,1121.38,1147.13,1145.75,1127,1110,1055,1003,897,742,490,1163.38,1156.38,1162.31,1154,1141.38,1126.56,1071.69,1023.59,801.47,500.3,20.64
372,1122.69,1144.63,1143.38,1128,1111,1053,1002,901,755,498,1158.06,1157.5,1145.81,1141.88,1128.56,1118.88,1068.44,1027.75,808.09,503.59,20.65
373,1125,1147.94,1146.38,1133,1116,1066,1015,917,764,500,1162.19,1154.94,1157.25,1147.69,1136,1125.69,1076.88,1031.88,807.28,504.09,20.63
374,1120.19,1168.56,1151.5,1133,1119,1067,1023,928,765,462,1163.38,1164,1159.81,1157.19,1145.88,1133.38,1084.56,1039.44,806.59,497.69,20.73
375,1131.31,1152.13,1151.69,1145,1135,1085,1041,948,777,470,1161.5,1156.75,1163.44,1157.25,1145.06,1133.06,1079.44,1033.38,804.78,496.48,20.79
376,1124.94,1158.13,1152.06,1139,1127,1080,1040,954,789,484,1158.13,1159.31,1156.38,1151.88,1135.88,1125.06,1075.69,1033.56,807,496.89,20.75
377,1128.5,1155.44,1153.81,1139,1122,1068,1027,946,789,492,1162.69,1156.13,1161.5,1154.75,1143,1128,1074.44,1031,809.78,499.69,20.81
378,1126.44,1152.13,1151.5,1143,1130,1081,1038,956,799,493,1159.5,1155.44,1158.56,1154.19,1143.56,1133.38,1085.88,1043.19,816.38,498.89,20.88
379,1124.19,1152.75,1147.13,1134,1121,1067,1026,950,797,494,1159.31,1157.25,1158.44,1155,1142.44,1128.38,1078.88,1037,811.09,500.8,20.87
380,1120.63,1152.88,1138.56,1130,1120,1072,1031,949,783,448,1164.19,1156.63,1155.38,1147.19,1131.56,1116.88,1066.38,1025,803.09,496.48,20.96
381,1117.81,1164.19,1153.94,1146,1130,1078,1027,936,784,470,1157.75,1160,1154.88,1153.44,1141.69,1128,1070.56,1023,791.09,497.8,20.67
382,1129.75,1157.44,1158.69,1146,1130,1064,997,875,734,486,1159.81,1155.19,1158.75,1150.44,1136.44,1116.25,1039.56,973.88,747.69,501.19,20.33
383,1116.56,1165.38,1146.69,1134,1118,1051,973,836,708,492,1157.13,1162.19,1153.56,1146.44,1128.19,1105.44,1013,939.88,726.47,505.39,20.18
384,1120.88,1169.5,1156.94,1138,1115,1037,941,799,682,496,1162.75,1159.13,1157.44,1152.06,1135,1108.56,998.09,919.19,707.69,508.59,20.05
385,1109.5,1158.81,1145.25,1128,1107,1031,940,798,677,454,1152.5,1153.63,1151.13,1140.75,1119.25,1097.25,990.19,910.19,682.19,502.8,20.06
386,1124.69,1153.5,1152.56,1133,1108,1035,949,809,683,468,1158.13,1155.06,1153.38,1141,1124.25,1106.88,1003.69,922.47,695.69,503.39,20.12
387,1127.69,1152,1150.06,1132,1111,1043,954,814,691,487,1157.13,1150.69,1155.81,1145,1128.88,1105.25,999.88,922.69,699.19,505.3,20.17
388,1125.31,1155.44,1151.31,1133,1110,1039,954,816,689,494,1162.5,1159.06,1157.13,1147.69,1130,1105.69,1006.59,930.38,716.59,506.3,20.19
389,1121.19,1165.5,1150.75,1133,1107,1043,964,828,696,497,1159.94,1161.31,1153.88,1148.38,1133.19,1112.56,1015.69,938,710.38,505.8,20.25
390,1120.56,1167.31,1148.44,1132,1114,1049,974,838,704,498,1165.19,1166.38,1162.5,1154.25,1139.38,1119,1021.59,946.47,717.78,505.8,20.2
391,1127,1151.5,1151.31,1137,1118,1054,974,832,696,453,1161.31,1154.88,1155.94,1138.56,1117.44,1093.25,1006.09,936.88,719.28,500.59,20.33
392,1119.19,1163.38,1149.69,1136,1119,1057,981,848,711,478,1159.81,1162.69,1150.5,1134.88,1115.44,1096.06,1012.47,948.38,735.28,503.39,20.39
393,1118.63,1158.81,1150.63,1136,1112,1050,972,847,715,494,1158.31,1157.13,1150,1147.25,1134.06,1117.75,1034.88,966.19,751.19,506.48,20.42
394,1121.19,1152.69,1144.44,1129,1110,1051,983,858,718,499,1156.94,1155.81,1150.31,1142.44,1124.56,1103.88,1024.88,960.09,750.09,505.8,20.41
395,1119.88,1165.94,1148.63,1131,1111,1054,988,865,718,501,1163.44,1163.31,1156.38,1146.38,1128.69,1109.75,1037.69,978.47,757.69,503.69,20.48
396,1126.19,1148.69,1144,1126,1106,1041,972,850,711,446,1158.63,1147,1153.63,1151,1141.44,1126.25,1052,986,754.78,494.19,20.55
397,1132,1155.38,1154.31,1137,1114,1055,990,872,725,462,1163.38,1148.25,1152.88,1144.69,1128.06,1110.38,1042.69,987.19,766.47,495.59,20.58
398,1131.88,1157.94,1152.19,1139,1119,1064,1006,895,743,479,1159.88,1157.13,1157.94,1151.88,1135.88,1117.56,1046.88,988.88,768.88,498.8,20.59
399,1127,1171,1154.25,1139,1119,1060,1006,898,748,488,1162.19,1157.56,1150.75,1145.75,1132.38,1118.19,1055.25,996,773.88,497.19,20.62
400,1120.88,1160.69,1145.69,1131,1112,1054,999,891,741,491,1165.88,1164.56,1150.63,1147.06,1135.88,1125.56,1059.56,1003.59,772.69,497.8,20.7
401,1124.94,1163.25,1152.13,1143,1128,1076,1020,915,761,495,1160.19,1160.19,1149.81,1144.38,1131.06,1115,1055.56,1001.88,781.47,498.19,20.74
402,1126.56,1164.31,1150.25,1135,1122,1073,1028,929,773,453,1168.88,1161.5,1152.81,1143.06,1128.75,1113.69,1061.38,1013.28,795.28,489.59,20.75
403,1125.31,1160.63,1149.88,1134,1119,1071,1025,930,773,476,1166.63,1153.38,1153.13,1150.69,1140.75,1129.44,1072,1024,804.78,492,20.79
404,1128.06,1149.69,1143.69,1125,1108,1062,1017,928,780,485,1170.44,1160,1163.38,1157.06,1146.56,1134.69,1083.75,1037.69,820.78,495.39,20.87
405,1119.38,1158.69,1146.19,1141,1127,1078,1035,946,788,488,1163.63,1162.19,1154.94,1154.69,1139.06,1126,1080.06,1039,825.59,496.19,20.88
406,1128.19,1150.94,1152.13,1135,1118,1069,1032,956,794,489,1168.13,1157.56,1161.13,1153.19,1141,1126.44,1078,1036.56,826.59,494.19,20.92
407,1118.44,1152.5,1144.19,1129,1114,1066,1027,946,786,439,1159.31,1160.25,1154.44,1153.38,1141.38,1127.38,1079,1040.25,829.47,485.39,20.94
408,1124.94,1168.75,1155.31,1144,1128,1080,1039,961,802,452,1156.75,1159.06,1154.38,1154.56,1144.56,1134.06,1086.88,1046.38,830.59,485.89,20.91
409,1131.5,1159.25,1152.13,1138,1122,1074,1030,945,793,470,1162.13,1153,1156.13,1150.75,1140.19,1127.44,1079.88,1033,817.88,486.09,20.87
410,1133.69,1156.13,1156.94,1145,1129,1075,1028,928,769,479,1163.88,1158.06,1162.13,1154.88,1144.75,1134.56,1079.06,1026.69,797.47,485.8,20.66
411,1120.56,1165.13,1147,1132,1115,1062,1006,901,753,482,1163.44,1165.81,1155.81,1147.38,1133.19,1118.25,1054.06,996.19,768.59,485.69,20.49
412,1117.19,1159.56,1142.69,1125,1110,1056,998,884,738,482,1160.94,1159.19,1153.06,1149.69,1134.44,1116.44,1039.44,977.28,751.38,485.09,20.43
413,1119.63,1165.38,1146.94,1130,1112,1047,979,857,719,435,1166.56,1159.63,1153.13,1140.44,1123.44,1104.75,1025.06,958.59,732.88,480.59,20.52
414,1130.63,1159.69,1158,1141,1122,1055,979,854,722,463,1162.75,1152.69,1154.75,1137.88,1121.19,1099.44,1011.78,945.47,726.59,485.09,20.27
415,1116.38,1166.31,1150.94,1134,1113,1051,980,853,725,479,1159.31,1159.75,1150.5,1145.44,1128,1103.88,1012.69,943.38,719.09,487.39,20.17
416,1119.38,1164.81,1152.13,1134,1113,1050,973,845,723,485,1156.94,1157.13,1155.44,1152.25,1135.88,1113.44,1013.19,938.28,708.38,484.09,20.19
417,1121.44,1168.06,1153.44,1140,1120,1055,977,850,719,484,1168.63,1164.88,1162.69,1158.69,1144.56,1124.44,1022.38,942.47,707,484.3,20.17
418,1121.88,1150.75,1148.44,1128,1109,1040,956,822,699,433,1163.44,1156.13,1154.56,1134.38,1116.44,1093,990.19,913.78,694.09,478.59,20.11
419,1121.69,1164.19,1154.25,1138,1115,1043,956,825,699,450,1153.88,1151.69,1146.63,1138.69,1119.69,1093.44,987.88,909.28,690.78,479.69,20.13
420,1127.38,1165.5,1156.44,1134,1112,1046,966,836,705,470,1167.88,1160.25,1160.25,1149.44,1130.75,1101.44,1000.88,925.59,701.09,480.09,20.07
421,1116.19,1156.13,1143.56,1127,1109,1041,960,829,703,479,1168.44,1162.69,1153.06,1146.75,1131.25,1107,1001.28,922.78,699.09,481.39,20.1
422,1116.19,1158.75,1148.5,1138,1118,1047,965,833,704,487,1163.44,1155.63,1158.19,1151.75,1135.69,1111.56,1009.19,934.59,708.28,483.89,20.17
423,1125.38,1158.44,1152.88,1136,1113,1051,974,852,720,491,1162.5,1153.56,1158.56,1146.56,1127.44,1104.38,1013.78,941.38,724.69,489.8,20.2
424,1114.75,1158.94,1145.44,1134,1117,1050,974,842,714,402,1164.06,1157.88,1149.63,1144.56,1128.75,1107.06,1011.19,935.78,713.09,485.19,20.31
425,1125.94,1156.94,1145.44,1126,1106,1042,971,845,718,464,1163.44,1157.94,1161.5,1150,1134,1112.75,1019.88,948.38,722.09,488.89,20.26
426,1123.19,1151.69,1144.5,1128,1108,1047,967,832,698,484,1162.5,1157.13,1149.44,1138.75,1122,1106.06,1022.59,956.09,736.47,490.69,20.18
427,1115.94,1154.94,1145.56,1134,1116,1052,981,851,710,492,1155.19,1152.88,1146.63,1147.06,1134.38,1114.88,1033.75,966.59,747,492.59,20.35
428,1131.19,1159.19,1154.06,1140,1121,1061,991,866,724,498,1165.69,1151.69,1152.25,1140.88,1125,1105.88,1026.88,966.19,757.78,495.09,20.43
429,1129.56,1154.75,1149.5,1133,1114,1054,983,856,715,494,1165.88,1152.69,1152,1147.56,1134.75,1118.75,1044.56,984.78,777.38,495.3,20.46
430,1124.63,1162.06,1152.13,1139,1119,1060,995,870,725,494,1157.13,1157.75,1146.63,1138.38,1124.69,1106.44,1040.19,983.88,779.88,497,20.5
431,1125.31,1156.56,1153.63,1142,1126,1070,1006,884,730,495,1166.25,1155.94,1162.13,1155.56,1143.56,1126.25,1059.44,1004.19,794,498.19,20.53
432,1126.5,1166.63,1155.31,1143,1123,1062,997,886,738,494,1166.25,1162.56,1153.44,1148.88,1135.44,1119.44,1058.56,1005.69,796,497.89,20.58
433,1130.25,1167.56,1158.13,1145,1127,1069,1008,895,741,495,1163.75,1154.56,1152.31,1143.25,1125.75,1112.88,1056,1010.88,804.88,496.8,20.6
434,1122.88,1157.81,1150.19,1131,1111,1055,1000,896,746,495,1162.69,1156.94,1153.31,1147.06,1134.88,1122.06,1068.56,1022.88,818.09,494.89,20.61
435,1124.13,1153.75,1147.19,1133,1118,1059,1007,903,752,495,1157.25,1153.63,1152.69,1145.25,1129.44,1111.25,1051.25,1005.47,810.09,494.89,20.54
436,1129.63,1159.75,1153.06,1140,1127,1078,1029,925,768,495,1162.63,1147.44,1152.06,1147.75,1134.88,1118.25,1062.75,1016.88,812.28,495.09,20.68
437,1125.19,1162.94,1154.06,1137,1119,1062,1010,912,760,497,1166.56,1162.38,1153.44,1145.56,1132.38,1115.88,1066.44,1020.69,814.09,495.3,20.79
438,1125.19,1155.38,1143.44,1132,1117,1066,1019,924,770,497,1162.25,1158,1153.56,1146.88,1133.88,1119.88,1067.75,1024.38,824.28,495.89,20.81
439,1125.31,1162,1152.94,1137,1116,1065,1016,927,779,497,1168.13,1158.44,1153.88,1150.56,1137.44,1122.38,1071.69,1026.19,831.59,495.3,20.81
440,1126.5,1164.5,1153.13,1138,1120,1068,1027,940,786,498,1162.31,1150.75,1149.06,1145,1133.25,1116.25,1070.19,1031,832.47,494.3,20.83
441,1129.56,1164.5,1151.63,1137,1127,1080,1042,956,796,499,1157.63,1146.13,1153.25,1146.25,1132.25,1112.75,1067,1030.69,838.78,494.48,20.86
442,1124.94,1158.81,1151.13,1143,1129,1080,1039,960,803,500,1153.19,1146.5,1150,1146,1133.69,1122.88,1078.75,1041.44,838.28,493.89,20.95
443,1126.94,1163.94,1155.06,1144,1129,1079,1031,931,786,502,1166.56,1160.94,1155.19,1151.19,1140.88,1127.88,1066.75,1019.47,815.59,495.3,20.52
444,1127.81,1163.56,1156.19,1141,1125,1067,1002,884,752,506,1165.19,1152.25,1156.44,1144.06,1128.75,1110.38,1039.06,981.19,777.59,497.19,20.47
445,1124.19,1158,1152,1129,1104,1039,961,840,727,509,1163.69,1155.25,1156.38,1143.25,1127.38,1104.69,1015.38,946.88,742.59,499.48,20.05
446,1118.94,1158.69,1150.94,1139,1118,1048,962,831,718,511,1159.94,1159.31,1149.44,1141.44,1124,1099.06,991.47,915.69,715.59,501,19.85
447,1123.44,1160.94,1150.56,1133,1112,1045,956,826,717,513,1164.19,1162,1147.31,1137.69,1121.56,1096.25,985.69,905.09,704,502.19,19.95
448,1121.88,1159.25,1149.13,1128,1101,1030,944,820,711,512,1163.81,1161.69,1150.75,1142.88,1127.06,1102.88,993.38,912.28,706.19,502.69,20.04
449,1122.94,1154.13,1138.88,1120,1098,1027,950,836,712,511,1163.88,1152,1148.81,1137.38,1120,1098.88,1001.69,929.69,713.47,500.39,20.08
450,1126.63,1158.81,1147.19,1123,1099,1027,944,826,701,506,1157.88,1144.31,1145.44,1135.19,1121.19,1098.25,1005.19,935.09,724.78,495.59,20.03
451,1125.31,1158.69,1150.06,1134,1112,1046,970,839,694,436,1164.06,1159.44,1150.06,1145.44,1130.75,1113,1033.06,967.09,737.19,485.39,20.1
452,1130.63,1167.19,1155.38,1141,1122,1060,1001,887,725,460,1174.88,1166.88,1158.13,1150.69,1134.69,1114.38,1041,980.09,749.47,483,20.13
453,1126,1161.25,1152.69,1136,1115,1053,996,882,723,475,1164.38,1158,1150,1141.06,1128.19,1112.56,1049.38,993.19,767.19,483.3,20.12
454,1117.63,1152.25,1144.94,1133,1116,1060,1000,883,719,481,1171.06,1165.5,1152.94,1151.06,1136.69,1121.69,1054.19,998.38,766.19,483.09,20.15
455,1129.63,1163.31,1156.94,1147,1130,1069,1008,895,738,486,1174.5,1158.56,1158.75,1144.75,1128.56,1112.75,1052.06,998.88,774.09,484.3,20.21
456,1126.31,1158.44,1148.63,1137,1123,1063,1003,892,738,484,1166.56,1161.81,1153.31,1153.75,1143.44,1129.19,1068.69,1015.47,790.19,486.3,20.31
457,1122.69,1158.69,1149.5,1136,1118,1059,992,870,720,422,1169.5,1168.06,1156.44,1152.19,1139.88,1124.06,1062.06,1008.19,794.28,482.3,20.27
458,1121.5,1151.44,1138.56,1124,1111,1053,995,883,733,463,1168.44,1159.75,1160.19,1154.88,1144.06,1129.38,1065.88,1013.19,794.09,488.59,20.35
459,1114.56,1152.06,1139.94,1121,1104,1046,990,885,740,488,1169.06,1159.81,1157.13,1155.19,1143.38,1128.56,1065.19,1012,789.69,492.69,20.36
460,1123.25,1152.69,1143.38,1123,1103,1050,994,884,739,502,1166,1164.69,1155.19,1148,1133.38,1115.25,1055.56,1003,785.09,498,20.34
461,1118.63,1155.06,1141.38,1122,1100,1042,986,886,748,508,1161.56,1156.25,1150.5,1142.69,1126.88,1111.75,1052.38,1001.38,780.88,500.3,20.38
462,1124.31,1157.94,1138.75,1127,1113,1057,1004,902,755,511,1157.94,1153.88,1155.38,1148.56,1132.06,1115.38,1053.44,1002.38,787.28,501.19,20.48
463,1123.44,1157.81,1147.56,1134,1116,1058,1006,912,767,510,1158.44,1159.75,1152.56,1150,1133.44,1114.25,1052.69,1003.78,794,499.69,20.67
464,1124.5,1156.56,1141.75,1126,1113,1060,1015,923,777,507,1157.13,1148.69,1154.25,1144.44,1131.38,1115.88,1056.19,1006.78,805.47,496.8,20.63
465,1126.81,1158.75,1147.69,1134,1120,1071,1031,944,788,504,1156.56,1154.63,1148.81,1149.38,1139.19,1125.88,1068,1016.78,802.09,494,20.65
466,1124.31,1157.44,1152.56,1138,1119,1066,1020,935,786,504,1162.88,1147.56,1153.44,1150.88,1139.75,1125,1063.38,1013.59,802.88,493.69,20.64
467,1126.63,1157.44,1152.06,1144,1133,1086,1045,959,796,504,1165.69,1146.56,1150.75,1148,1138.25,1126,1069.44,1021.59,814.59,494.48,20.76
468,1129.94,1161,1152.13,1143,1135,1090,1052,970,809,507,1158.44,1157.06,1158.19,1157.25,1146.56,1134.38,1080.06,1034.56,820.59,495.09,20.86
469,1127,1158.31,1152.13,1139,1125,1072,1022,931,788,508,1164.69,1154.31,1157.81,1150.19,1139.75,1127.69,1066.44,1014.09,802.59,496,20.56
470,1125.19,1160.13,1148.69,1131,1114,1056,992,882,756,508,1163.31,1156.06,1161.38,1155.56,1139.44,1120.56,1037.75,972.09,762.88,498.89,20.2
471,1126.63,1160.75,1151.13,1133,1116,1052,975,843,729,511,1164.06,1157.13,1159.75,1151.06,1133.88,1110.44,1007.28,930.09,726.38,501.48,20.02
472,1125.69,1165,1158.13,1139,1114,1044,958,828,717,517,1153.88,1151.88,1154.63,1151.06,1132,1104.38,999.19,922.88,712.69,502.69,19.99
473,1118.25,1156.63,1148.69,1133,1111,1039,950,809,691,476,1160.19,1157.81,1151.5,1143,1123.88,1098.56,997.78,920.88,709.69,498.19,20.05
474,1123.75,1160.5,1153.44,1137,1108,1036,938,801,677,495,1158.13,1159.06,1155.38,1148.25,1129.25,1103.19,997.47,920.19,714.19,498.89,20.1
475,1125.25,1161.44,1155.19,1140,1120,1053,963,818,689,508,1163.88,1153,1153.56,1136.56,1119.25,1094.75,999.38,926.69,718.78,501.3,20.14
476,1123.25,1154.88,1145.44,1125,1105,1043,967,833,709,514,1160.94,1152.31,1155.44,1141.25,1121,1101.38,1005.59,934.47,727.19,505.19,20.13
477,1122.88,1157.81,1148.19,1131,1110,1045,969,837,713,519,1155.44,1152.38,1147.38,1139.44,1124,1104.75,1015.59,945.88,741.09,510.89,20.12
478,1117.69,1154.25,1149.69,1138,1119,1053,980,847,718,510,1162.75,1161.38,1156.38,1147.44,1130.75,1114.69,1045.44,984.59,777.78,512,20.2
479,1118.63,1152.44,1146.81,1132,1112,1048,979,856,721,464,1170.63,1162.31,1165.06,1159.19,1147.25,1131.69,1074.25,1022.19,795,503.59,20.29
480,1120.69,1154.13,1146.19,1129,1110,1051,993,886,740,489,1161.69,1161.56,1164,1157,1146.19,1135.44,1081.38,1026,780.28,502.69,20.32
481,1124.81,1161.69,1152.25,1139,1124,1068,1019,920,765,502,1169.5,1163.44,1163.38,1161.19,1149,1135.69,1072.75,1018,778.09,501.48,20.21
482,1124.63,1161.56,1151.44,1139,1126,1071,1026,929,769,507,1164.31,1157.75,1161.94,1157.06,1144.19,1129.38,1063.75,1010,767.19,502.19,20.36
483,1125.31,1164.13,1152.75,1141,1129,1081,1035,942,778,512,1157.38,1162.69,1157.13,1154.06,1139.25,1125.06,1062.25,1010.28,777.28,506.8,20.45
484,1122.69,1161.38,1154.88,1143,1130,1073,1029,940,773,394,1155.75,1155.44,1152.69,1150.06,1137,1118.19,1042.88,980.09,739.69,494.59,20.41
485,1121.63,1158.44,1144.63,1134,1122,1075,1034,945,771,444,1158.63,1155.38,1140.88,1135.44,1119.44,1106.06,1043,985,742.19,494.59,20.45
486,1125.31,1160.13,1155.44,1145,1133,1082,1041,958,785,485,1159.63,1154.75,1144.31,1139.25,1125.75,1106.56,1035.25,979.47,739.78,495.8,20.53
487,1121.88,1156.19,1151.5,1140,1125,1075,1032,949,781,502,1158.63,1150.63,1139.19,1133.44,1117.25,1102.75,1037.25,979.19,737.78,498.48,20.64
488,1123.44,1163.25,1153.06,1142,1127,1078,1035,955,785,507,1151,1149.44,1145.25,1144.69,1134.56,1120,1054.06,996.78,754.19,499,20.65
489,1126.06,1159.44,1153.63,1141,1129,1080,1039,958,784,493,1163.13,1143.25,1145.94,1141.88,1132.06,1119.06,1058.25,1004.78,768,499,20.69
490,1125.19,1158.31,1148.25,1136,1124,1078,1038,955,786,451,1164.88,1150.75,1144.75,1142,1130.19,1116.88,1053.06,1002.69,758.19,490.8,20.65
491,1126.44,1166.44,1156.88,1146,1135,1087,1048,967,796,485,1166.13,1159.5,1152.81,1150.56,1136,1122.25,1061.25,1010.28,768.47,496,20.63
492,1127.44,1165.19,1154.69,1145,1133,1086,1046,969,798,500,1165.69,1159.81,1161.56,1156.69,1143.69,1128.88,1071.88,1023.47,789.47,499.89,20.73
493,1127.31,1165.19,1155.38,1144,1132,1086,1050,979,809,506,1166.25,1157,1151.5,1148.56,1137,1123.25,1064.38,1018.78,780.47,500,20.86
494,1126.94,1160.81,1150.25,1135,1119,1070,1026,941,787,509,1163.31,1154.75,1155.81,1145,1129.06,1110.44,1040.69,981.69,754,501.39,20.47
495,1123.94,1153.63,1143,1127,1116,1058,997,878,735,462,1155.25,1150.06,1150,1144.25,1130.75,1111.25,1019.28,944,724.38,503.69,20.03
496,1120.31,1159.94,1142.69,1124,1107,1040,972,847,699,493,1157.13,1158.13,1152.56,1147.75,1126.56,1097.88,990.88,916.59,703.69,510.8,19.97
497,1123.06,1167.31,1155.31,1147,1134,1076,1007,865,678,510,1162,1161.81,1147.25,1138.75,1121,1101.88,1003.19,925.28,701,510.48,19.95
498,1124.13,1170,1158.94,1150,1135,1073,1002,871,688,514,1163.31,1159.63,1147.5,1137.44,1115.88,1093.25,993.28,918.09,696.88,510.09,20.08
